Azimuth,Site_ID,Longitude,Latitude
0,1,1.26719086742182,48.72506726648734
120,1,1.26719086742182,48.72506726648734
240,1,1.26719086742182,48.72506726648734
0,3,2.938577925144992,47.290701876025246
120,3,2.938577925144992,47.290701876025246
240,3,2.938577925144992,47.290701876025246
0,4,1.2573021748296922,42.78737487819282
120,4,1.2573021748296922,42.78737487819282
240,4,1.2573021748296922,42.78737487819282
0,5,1.0374073727745703,46.01513064195491
120,5,1.0374073727745703,46.01513064195491
240,5,1.0374073727745703,46.01513064195491
0,6,-0.28645264954133065,46.139925951575364
120,6,-0.28645264954133065,46.139925951575364
240,6,-0.28645264954133065,46.139925951575364
0,8,3.9621127897328403,44.35739811715652
120,8,3.9621127897328403,44.35739811715652
240,8,3.9621127897328403,44.35739811715652
0,9,-0.7375786706865028,48.22754438674971
120,9,-0.7375786706865028,48.22754438674971
240,9,-0.7375786706865028,48.22754438674971
0,11,3.9895046893329464,48.94877973941269
120,11,3.9895046893329464,48.94877973941269
240,11,3.9895046893329464,48.94877973941269
0,12,2.636842770250941,49.11519708859573
120,12,2.636842770250941,49.11519708859573
240,12,2.636842770250941,49.11519708859573
0,14,2.407987506212552,45.25034353449374
120,14,2.407987506212552,45.25034353449374
240,14,2.407987506212552,45.25034353449374
0,17,7.413244485014557,48.19421108180701
120,17,7.413244485014557,48.19421108180701
240,17,7.413244485014557,48.19421108180701
0,18,2.123590030911024,48.01936281231111
120,18,2.123590030911024,48.01936281231111
240,18,2.123590030911024,48.01936281231111
0,20,-3.972630720520816,48.49742268056214
120,20,-3.972630720520816,48.49742268056214
240,20,-3.972630720520816,48.49742268056214
0,21,2.285471925771594,48.715316123414844
120,21,2.285471925771594,48.715316123414844
240,21,2.285471925771594,48.715316123414844
0,23,1.1514312137162799,48.64774968294378
120,23,1.1514312137162799,48.64774968294378
240,23,1.1514312137162799,48.64774968294378
0,26,3.6308917537041516,45.67657802253488
120,26,3.6308917537041516,45.67657802253488
240,26,3.6308917537041516,45.67657802253488
0,29,-1.9043318038688608,47.25411342894833
120,29,-1.9043318038688608,47.25411342894833
240,29,-1.9043318038688608,47.25411342894833
0,30,0.00015309931512508257,47.89639410387602
120,30,0.00015309931512508257,47.89639410387602
240,30,0.00015309931512508257,47.89639410387602
0,31,1.7346743206221804,44.19391963974375
120,31,1.7346743206221804,44.19391963974375
240,31,1.7346743206221804,44.19391963974375
0,34,1.9593885670233728,50.81988500801505
120,34,1.9593885670233728,50.81988500801505
240,34,1.9593885670233728,50.81988500801505
0,35,2.2853341462065684,44.24723065888559
120,35,2.2853341462065684,44.24723065888559
240,35,2.2853341462065684,44.24723065888559
0,37,6.526026813648148,47.35045716511026
120,37,6.526026813648148,47.35045716511026
240,37,6.526026813648148,47.35045716511026
0,38,3.384727374805699,44.65966192520566
120,38,3.384727374805699,44.65966192520566
240,38,3.384727374805699,44.65966192520566
0,42,2.2084554826510363,48.70060091400852
120,42,2.2084554826510363,48.70060091400852
240,42,2.2084554826510363,48.70060091400852
0,44,-0.12060682101304376,48.6957698158129
120,44,-0.12060682101304376,48.6957698158129
240,44,-0.12060682101304376,48.6957698158129
0,45,3.195631028888572,44.3946447758234
120,45,3.195631028888572,44.3946447758234
240,45,3.195631028888572,44.3946447758234
0,47,1.2782537077915022,46.853059997477615
120,47,1.2782537077915022,46.853059997477615
240,47,1.2782537077915022,46.853059997477615
0,51,2.8583767243666536,45.040596454789345
120,51,2.8583767243666536,45.040596454789345
240,51,2.8583767243666536,45.040596454789345
0,55,0.8301850852080976,48.91002790920979
120,55,0.8301850852080976,48.91002790920979
240,55,0.8301850852080976,48.91002790920979
0,61,6.623381586705936,43.76964829542126
120,61,6.623381586705936,43.76964829542126
240,61,6.623381586705936,43.76964829542126
0,62,3.7054685324779726,48.861862841067506
120,62,3.7054685324779726,48.861862841067506
240,62,3.7054685324779726,48.861862841067506
0,63,6.104346671965727,45.15557008319893
120,63,6.104346671965727,45.15557008319893
240,63,6.104346671965727,45.15557008319893
0,64,-2.6554318552446055,47.75435247547629
120,64,-2.6554318552446055,47.75435247547629
240,64,-2.6554318552446055,47.75435247547629
0,66,2.562215900998673,50.39141116153022
120,66,2.562215900998673,50.39141116153022
240,66,2.562215900998673,50.39141116153022
0,67,0.1001119720092678,42.93095583899127
120,67,0.1001119720092678,42.93095583899127
240,67,0.1001119720092678,42.93095583899127
0,71,2.267155668773502,45.21791237194466
120,71,2.267155668773502,45.21791237194466
240,71,2.267155668773502,45.21791237194466
0,72,-0.386345461553776,44.17602970264032
120,72,-0.386345461553776,44.17602970264032
240,72,-0.386345461553776,44.17602970264032
0,73,-1.3244208275677294,49.42925484734755
120,73,-1.3244208275677294,49.42925484734755
240,73,-1.3244208275677294,49.42925484734755
0,74,0.5451424815706689,45.63566307521079
120,74,0.5451424815706689,45.63566307521079
240,74,0.5451424815706689,45.63566307521079
0,76,5.6895008776649405,49.403906220289
120,76,5.6895008776649405,49.403906220289
240,76,5.6895008776649405,49.403906220289
0,79,6.581424537623386,44.986787773623114
120,79,6.581424537623386,44.986787773623114
240,79,6.581424537623386,44.986787773623114
0,80,-1.1826131780201403,48.12879870982081
120,80,-1.1826131780201403,48.12879870982081
240,80,-1.1826131780201403,48.12879870982081
0,81,3.4241449781770807,44.73705265718157
120,81,3.4241449781770807,44.73705265718157
240,81,3.4241449781770807,44.73705265718157
0,83,4.593378177033944,43.970565324851435
120,83,4.593378177033944,43.970565324851435
240,83,4.593378177033944,43.970565324851435
0,84,0.5544581678880753,42.96850900384437
120,84,0.5544581678880753,42.96850900384437
240,84,0.5544581678880753,42.96850900384437
0,85,2.165305185450384,49.5410629178015
120,85,2.165305185450384,49.5410629178015
240,85,2.165305185450384,49.5410629178015
0,88,2.9579201904645807,44.829079614207096
120,88,2.9579201904645807,44.829079614207096
240,88,2.9579201904645807,44.829079614207096
0,91,-0.5375453135430481,46.398901645564415
120,91,-0.5375453135430481,46.398901645564415
240,91,-0.5375453135430481,46.398901645564415
0,93,5.7138024893871755,48.89820831431555
120,93,5.7138024893871755,48.89820831431555
240,93,5.7138024893871755,48.89820831431555
0,94,4.524421048966051,47.33472194729575
120,94,4.524421048966051,47.33472194729575
240,94,4.524421048966051,47.33472194729575
0,95,-1.9877112066119311,48.17839090483538
120,95,-1.9877112066119311,48.17839090483538
240,95,-1.9877112066119311,48.17839090483538
0,96,0.984261190590975,48.898885164365325
120,96,0.984261190590975,48.898885164365325
240,96,0.984261190590975,48.898885164365325
0,97,4.323408412573023,45.89283617299367
120,97,4.323408412573023,45.89283617299367
240,97,4.323408412573023,45.89283617299367
0,101,6.296211049549955,45.90832671930069
120,101,6.296211049549955,45.90832671930069
240,101,6.296211049549955,45.90832671930069
0,104,5.866404097752989,49.212668111711075
120,104,5.866404097752989,49.212668111711075
240,104,5.866404097752989,49.212668111711075
0,105,6.5987859695726065,48.31005366104729
120,105,6.5987859695726065,48.31005366104729
240,105,6.5987859695726065,48.31005366104729
0,106,2.845688063629572,46.51368282718275
120,106,2.845688063629572,46.51368282718275
240,106,2.845688063629572,46.51368282718275
0,109,3.562359580441189,46.311019112616016
120,109,3.562359580441189,46.311019112616016
240,109,3.562359580441189,46.311019112616016
0,110,-0.05261097531707648,43.51091995070443
120,110,-0.05261097531707648,43.51091995070443
240,110,-0.05261097531707648,43.51091995070443
0,113,1.028109328103259,48.09012634099541
120,113,1.028109328103259,48.09012634099541
240,113,1.028109328103259,48.09012634099541
0,114,2.79931531166862,44.79781011027712
120,114,2.79931531166862,44.79781011027712
240,114,2.79931531166862,44.79781011027712
0,115,3.802884176503456,45.57271836754678
120,115,3.802884176503456,45.57271836754678
240,115,3.802884176503456,45.57271836754678
0,117,4.025226284685765,49.79277442625251
120,117,4.025226284685765,49.79277442625251
240,117,4.025226284685765,49.79277442625251
0,119,3.550195925403166,46.347250369744756
120,119,3.550195925403166,46.347250369744756
240,119,3.550195925403166,46.347250369744756
0,120,2.050500461618207,47.70153960014899
120,120,2.050500461618207,47.70153960014899
240,120,2.050500461618207,47.70153960014899
0,121,2.912776555188554,48.56226006185591
